Instrument_ID,Actuator,Lin0 Error,Bklsh,Zero Offet,C0,R0,K,B,CloseDelta,Motor #,Neg Backlash,Zero Offset,1_Close_Error Analysis 4750,2_Close_Error Analysis 4500,3_Close_Error Analysis 4250,4_Close_Error Analysis 4000,5_Close_Error Analysis 3750,6_Close_Error Analysis 3500,7_Close_Error Analysis 3250,8_Close_Error Analysis 3000,9_Close_Error Analysis 2750,10_Close_Error Analysis 2500,11_Close_Error Analysis 2250,12_Close_Error Analysis 2000,13_Close_Error Analysis 1750,14_Close_Error Analysis 1500,15_Close_Error Analysis 1250,16_Close_Error Analysis 1000,17_Close_Error Analysis 750,18_Close_Error Analysis 500,19_Close_Error Analysis 400,20_Close_Error Analysis 300,21_Close_Error Analysis 200,22_Close_Error Analysis 100,23_CloseError Analysis 0,24_Close_Error Analysis -100,25_Close_Error Analysis -200,26_Close_Error Analysis -300,27_Close_Error Analysis -400,28_Close_Error Analysis -500,29_Open_Error Analysis -400,30_Open_Error Analysis -300,31_Open_Error Analysis -200,32_Open_Error Analysis -100,33_Open_Error Analysis 0,34_Open_Error Analysis 100,35_Open_Error Analysis 200,36_Open_Error Analysis 300,37_Open_Error Analysis 400,38_Open_Error Analysis 500,39_Open_Error Analysis 750,40_Open_Error Analysis 1000,41_Open_Error Analysis 1250,42_Open_Error Analysis 1500,43_Open_Error Analysis 1750,44_Open_Error Analysis 2000,45_Open_Error Analysis 2250,46_Open_Error Analysis 2500,47_Open_Error Analysis 2750,48_Open_Error Analysis 3000,49_Open_Error Analysis 3250,50_Open_Error Analysis 3500,51_Open_Error Analysis 3750,52_Open_Error Analysis 4000,53_Open_Error Analysis 4250,54_Open_Error Analysis 4500,55_Open_Error Analysis 4750,56_Open_Error Analysis 5000
20180,P9,Pass,Pass,Pass,31275,23917,10979,3326,32,19,135.4285714,18.24111561,-19.20634921,-10.15873016,-6.19047619,0.634920635,3.968253968,6.349206349,2.063492063,0.634920635,4.603174603,6.984126984,9.365079365,7.936507937,4.920634921,8.888888889,9.047619048,13.01587302,12.53968254,8.253968254,10.15873016,12.06349206,12.6984127,13.65079365,49.52380952,111.7460317,207.6190476,305.0793651,402.8571429,499.3650794,399.047619,297.4603175,200,104.4444444,41.26984127,-17.77777778,-104.4444444,-109.2063492,-112.6984127,-114.2857143,-110.952381,-107.6190476,-107.7777778,-109.5238095,-115.7142857,-114.2857143,-110.3174603,-111.1111111,-113.1746032,-116.5079365,-115.7142857,-112.0634921,-110.6349206,-114.9206349,-121.4285714,-124.4444444,-132.2222222,-151.7460317
20180,C10,Pass,Pass,Pass,32037,25030,10886,4573,70,20,87.49206349,-20.80913666,-30.63492063,-14.6031746,-6.507936508,-6.666666667,-6.825396825,-5.079365079,2.380952381,2.857142857,1.111111111,-2.857142857,0.476190476,7.619047619,8.412698413,5.079365079,1.428571429,5.714285714,11.9047619,9.841269841,8.571428571,5.396825397,3.174603175,11.42857143,27.93650794,66.98412698,154.2857143,246.6666667,339.3650794,434.6031746,337.1428571,240.952381,146.031746,56.19047619,9.841269841,-0.952380952,-62.53968254,-63.80952381,-64.44444444,-64.76190476,-59.52380952,-64.76190476,-66.82539683,-70.15873016,-72.22222222,-69.52380952,-73.80952381,-74.28571429,-78.25396825,-77.77777778,-74.76190476,-77.77777778,-77.3015873,-82.22222222,-84.28571429,-86.66666667,-100.4761905,-114.6031746
20180,P10,Pass,Pass,Pass,31999,22225,12489,3868,20,21,17.26984127,4.275599129,0.793650794,2.857142857,-1.111111111,-4.444444444,0.793650794,8.253968254,4.603174603,8.253968254,7.777777778,12.38095238,11.9047619,6.666666667,3.333333333,1.587301587,8.412698413,8.571428571,6.507936508,5.079365079,4.444444444,4.126984127,6.666666667,10.47619048,40.95238095,106.3492063,196.5079365,289.5238095,382.8571429,476.1904762,378.7301587,280,183.8095238,94.6031746,37.46031746,-2.222222222,-2.222222222,-1.904761905,1.904761905,5.396825397,5.555555556,2.857142857,0.158730159,4.761904762,11.26984127,13.01587302,6.507936508,2.222222222,7.46031746,7.936507937,-0.793650794,-6.031746032,-16.66666667,-19.68253968,-16.66666667,-16.82539683,-24.92063492,-35.87301587
20238,C0,Pass,Pass,Pass,32361,18308,16290,4839,38,1,67.04761905,-3.589167857,-19.52380952,-11.42857143,-1.746031746,0.634920635,1.746031746,3.492063492,1.111111111,2.857142857,3.333333333,5.079365079,7.46031746,6.666666667,5.238095238,6.031746032,7.142857143,11.42857143,9.047619048,1.904761905,0,-0.952380952,-0.952380952,11.11111111,37.14285714,100.952381,193.3333333,287.6190476,383.1746032,479.3650794,379.047619,280.952381,183.4920635,86.03174603,19.68253968,-3.174603175,-43.49206349,-40,-39.36507937,-39.36507937,-48.41269841,-57.46031746,-48.41269841,-35.55555556,-38.25396825,-50.79365079,-58.57142857,-47.3015873,-37.93650794,-41.26984127,-54.44444444,-57.46031746,-50.31746032,-42.53968254,-46.50793651,-61.9047619,-77.93650794,-87.93650794
20238,P0,Pass,Pass,Pass,32542,25077,6044,5340,41,2,67.17460317,-8.284335896,-15.71428571,-11.42857143,-5.238095238,0.317460317,2.380952381,-1.904761905,-5.238095238,0.634920635,2.380952381,5.714285714,3.015873016,4.126984127,7.46031746,7.936507937,8.095238095,7.619047619,8.095238095,13.33333333,15.23809524,15.23809524,15.23809524,16.19047619,40.31746032,100.952381,193.015873,286.6666667,382.5396825,478.7301587,377.7777778,281.9047619,187.9365079,93.96825397,35.23809524,-34.92063492,-45.3968254,-50.79365079,-53.65079365,-57.77777778,-56.03174603,-50.79365079,-50.63492063,-56.19047619,-66.82539683,-59.04761905,-55.71428571,-56.50793651,-63.96825397,-69.84126984,-62.6984127,-59.68253968,-59.52380952,-67.3015873,-74.76190476,-68.88888889,-70.63492063,-83.49206349
20238,P1,Pass,Pass,Pass,32220,23172,8832,5064,-45,3,-16.57142857,21.25391236,-10.95238095,-1.587301587,-0.158730159,-7.301587302,-1.428571429,2.222222222,6.825396825,1.26984127,-6.825396825,-4.444444444,-1.428571429,8.888888889,-3.650793651,-15.55555556,-16.34920635,-10.15873016,-2.380952381,-13.96825397,-19.68253968,-20.31746032,-19.68253968,-15.55555556,51.11111111,145.0793651,235.2380952,329.8412698,424.1269841,519.3650794,421.9047619,322.5396825,227.6190476,132.0634921,31.42857143,-23.80952381,-20.31746032,-17.14285714,-11.42857143,-8.571428571,4.920634921,12.06349206,14.44444444,15.87301587,11.58730159,12.38095238,12.85714286,13.96825397,9.682539683,2.222222222,2.380952381,2.222222222,0.793650794,-7.936507937,-10.63492063,-9.523809524,-14.12698413,-24.12698413
20238,C2,Pass,Pass,Pass,32528,23861,10133,5044,35,4,47.42857143,13.27694236,-22.38095238,-10.47619048,0.158730159,3.80952381,4.285714286,1.904761905,0.793650794,5.714285714,7.46031746,6.349206349,2.380952381,3.174603175,9.047619048,11.11111111,7.777777778,6.349206349,5.873015873,6.349206349,5.396825397,3.174603175,1.26984127,11.74603175,43.49206349,102.2222222,192.3809524,285.3968254,379.047619,472.6984127,372.3809524,274.6031746,178.4126984,84.44444444,29.20634921,-3.492063492,-49.20634921,-44.44444444,-40,-34.28571429,-22.6984127,-21.58730159,-30.95238095,-34.28571429,-27.14285714,-24.12698413,-28.0952381,-34.6031746,-35.71428571,-28.57142857,-27.14285714,-28.57142857,-36.34920635,-37.77777778,-31.9047619,-38.0952381,-53.49206349,-75.87301587
20238,P2,Pass,Pass,Pass,30347,22920,10293,2791,34,5,70.28571429,-1.684021435,-24.6031746,-13.33333333,-5.873015873,-1.904761905,-1.111111111,-2.857142857,-3.968253968,1.587301587,1.746031746,4.444444444,1.746031746,3.174603175,5.873015873,8.888888889,7.142857143,4.761904762,8.412698413,8.571428571,6.984126984,6.666666667,6.984126984,7.619047619,33.96825397,100.6349206,193.968254,289.5238095,385.3968254,481.5873016,382.2222222,284.4444444,186.031746,87.3015873,18.0952381,-48.88888889,-59.68253968,-59.68253968,-57.46031746,-57.46031746,-57.93650794,-60,-53.80952381,-49.52380952,-54.44444444,-59.68253968,-59.52380952,-52.6984127,-51.26984127,-55.87301587,-61.42857143,-60.31746032,-54.44444444,-53.33333333,-61.11111111,-70.15873016,-77.93650794,-87.93650794
20238,C3,Pass,Pass,Pass,31181,21595,14081,3448,69,6,85.01587302,-48.3120915,-18.25396825,-10.47619048,-1.746031746,-0.634920635,-0.476190476,2.857142857,3.968253968,6.666666667,5.238095238,3.492063492,5.873015873,5.396825397,10.95238095,8.571428571,7.46031746,8.571428571,11.9047619,7.936507937,3.80952381,-0.317460317,-4.126984127,8.888888889,16.19047619,60.63492063,150.1587302,242.2222222,334.6031746,427.6190476,329.2063492,235.5555556,140.952381,46.98412698,-7.619047619,-8.253968254,-61.26984127,-65.71428571,-68.88888889,-68.88888889,-67.46031746,-62.53968254,-57.93650794,-56.50793651,-61.42857143,-67.3015873,-65.23809524,-59.36507937,-56.98412698,-62.53968254,-70,-67.61904762,-63.65079365,-62.53968254,-69.04761905,-79.04761905,-86.50793651,-96.50793651
20238,P3,Pass,Pass,Pass,32224,21399,11284,4888,-6,7,49.3968254,37.20238095,-17.3015873,-12.6984127,-1.746031746,6.666666667,-3.650793651,-4.126984127,-1.111111111,6.984126984,6.507936508,-3.174603175,-3.650793651,3.492063492,10.63492063,8.888888889,-1.746031746,1.587301587,7.46031746,13.96825397,14.6031746,10.15873016,3.80952381,11.42857143,62.53968254,147.6190476,242.8571429,338.4126984,434.6031746,529.5238095,430.7936508,335.8730159,240.952381,143.4920635,60,5.079365079,-37.46031746,-48.57142857,-58.0952381,-53.96825397,-31.26984127,-26.98412698,-29.04761905,-40,-51.26984127,-33.33333333,-30,-33.33333333,-48.0952381,-49.84126984,-38.25396825,-35.23809524,-40.47619048,-50.15873016,-52.22222222,-40,-43.01587302,-55.87301587
20238,C4,Pass,Pass,Pass,31624,18910,17493,4061,117,8,55.68253968,-27.15888966,-20.79365079,-11.42857143,-3.333333333,0.952380952,0.158730159,-1.904761905,-2.063492063,4.126984127,5.873015873,1.587301587,0.158730159,1.26984127,6.825396825,8.888888889,3.333333333,1.904761905,5.555555556,9.523809524,10.79365079,6.349206349,4.126984127,9.206349206,32.38095238,65.07936508,133.015873,221.2698413,312.3809524,403.4920635,303.8095238,211.1111111,118.4126984,34.6031746,9.523809524,-4.761904762,-43.80952381,-43.80952381,-42.85714286,-40.63492063,-37.93650794,-27.93650794,-29.68253968,-42.22222222,-41.11111111,-41.9047619,-32.53968254,-35.23809524,-45.23809524,-44.76190476,-43.01587302,-35.55555556,-39.84126984,-44.12698413,-49.36507937,-47.93650794,-54.12698413,-73.01587302
20238,P4,Pass,Pass,Pass,30344,17172,17484,2684,26,9,16.82539683,30.36540241,-24.6031746,-11.42857143,0.476190476,8.888888889,6.19047619,2.53968254,-2.380952381,1.904761905,10.31746032,7.619047619,3.015873016,2.857142857,6.825396825,13.65079365,9.047619048,3.492063492,5.238095238,9.206349206,13.33333333,17.14285714,16.19047619,13.01587302,50.79365079,116.1904762,204.1269841,299.3650794,395.2380952,490.7936508,391.1111111,288.5714286,185.7142857,93.33333333,26.66666667,17.46031746,13.65079365,6.031746032,3.174603175,0.634920635,5.555555556,11.42857143,3.015873016,-8.571428571,-8.412698413,-0.317460317,4.285714286,-3.80952381,-16.03174603,-13.96825397,-7.46031746,-1.904761905,-10.31746032,-20.31746032,-19.52380952,-20.31746032,-34.44444444,-69.20634921
20238,C5,Pass,Pass,Pass,32062,22279,12493,4755,98,10,60.38095238,-49.52766532,-18.25396825,-8.888888889,-7.46031746,-6.031746032,2.380952381,2.857142857,2.380952381,0.317460317,3.650793651,8.571428571,9.365079365,9.206349206,8.412698413,10.79365079,16.03174603,15.23809524,13.17460317,8.253968254,7.619047619,6.031746032,6.031746032,13.96825397,28.25396825,56.19047619,137.1428571,228.2539683,321.9047619,415.8730159,314.2857143,216.8253968,121.5873016,31.11111111,-8.888888889,-13.01587302,-50.79365079,-49.20634921,-47.3015873,-44.76190476,-29.68253968,-24.76190476,-30.31746032,-40.31746032,-41.42857143,-33.65079365,-32.22222222,-36.19047619,-44.28571429,-46.34920635,-39.20634921,-35.87301587,-41.11111111,-47.93650794,-50,-47.61904762,-53.17460317,-69.84126984
20238,P5,Pass,Pass,Pass,32550,26339,6406,5569,28,11,55.23809524,28.42268842,-21.74603175,-4.761904762,-0.793650794,-3.492063492,1.428571429,6.984126984,7.777777778,6.349206349,1.111111111,5.714285714,11.26984127,14.6031746,8.73015873,3.492063492,6.825396825,13.96825397,14.44444444,7.301587302,3.80952381,2.857142857,4.761904762,0,71.11111111,137.1428571,222.5396825,314.2857143,407.3015873,500,402.5396825,308.5714286,216.1904762,124.4444444,58.73015873,-14.28571429,-34.92063492,-25.07936508,-24.76190476,-26.98412698,-35.71428571,-40,-32.53968254,-26.34920635,-30,-38.0952381,-39.52380952,-32.38095238,-27.14285714,-31.11111111,-42.38095238,-37.77777778,-30,-29.52380952,-35.3968254,-48.88888889,-61.42857143,-78.41269841
20238,C6,Pass,Pass,Pass,30882,23169,11334,3431,35,12,80.44444444,-9.575012801,-11.26984127,-8.888888889,-4.920634921,-0.634920635,6.19047619,5.396825397,-2.698412698,-1.26984127,3.333333333,9.206349206,4.603174603,-0.317460317,1.746031746,6.984126984,13.17460317,6.666666667,2.063492063,-6.031746032,-6.031746032,-6.349206349,-6.031746032,6.031746032,33.96825397,91.74603175,181.5873016,271.1111111,359.3650794,452.3809524,361.9047619,266.031746,173.6507937,83.80952381,22.22222222,-7.936507937,-64.12698413,-66.03174603,-67.3015873,-66.03174603,-62.38095238,-55.55555556,-53.17460317,-52.6984127,-56.34920635,-60.63492063,-61.11111111,-55.87301587,-54.12698413,-60,-64.6031746,-62.22222222,-57.3015873,-56.50793651,-63.33333333,-74.6031746,-76.98412698,-84.12698413
20238,P6,Pass,Pass,Pass,31583,21236,9513,4527,21,13,11.49206349,14.15362731,-1.111111111,-2.857142857,-3.333333333,-8.571428571,-4.603174603,-2.222222222,-1.428571429,-2.53968254,-5.238095238,-3.80952381,-1.111111111,3.174603175,1.428571429,-1.26984127,2.380952381,5.714285714,8.095238095,4.126984127,2.857142857,1.904761905,2.857142857,6.666666667,40.95238095,114.2857143,204.1269841,299.047619,393.3333333,488.5714286,387.9365079,287.6190476,187.9365079,94.6031746,20.95238095,-35.23809524,-47.61904762,-4.761904762,0.317460317,1.904761905,15.07936508,19.68253968,11.9047619,-2.857142857,-6.19047619,8.253968254,4.285714286,-6.031746032,-19.84126984,-17.14285714,-7.777777778,-10.15873016,-21.42857143,-33.01587302,-29.36507937,-22.53968254,-23.96825397,-37.77777778
20238,C7,Pass,Pass,Pass,30597,17701,15650,2674,158,14,70.41269841,-94.80273752,-26.19047619,-12.06349206,-3.333333333,1.26984127,7.777777778,9.841269841,0.793650794,3.174603175,3.015873016,9.206349206,12.85714286,4.761904762,5.238095238,5.714285714,13.49206349,16.50793651,5.238095238,3.492063492,2.857142857,2.53968254,3.492063492,7.619047619,25.3968254,40.31746032,95.55555556,184.7619048,275.5555556,367.3015873,275.5555556,182.8571429,89.20634921,26.03174603,7.301587302,-16.50793651,-50.15873016,-46.66666667,-43.49206349,-40.63492063,-42.06349206,-46.03174603,-51.58730159,-45.07936508,-40.15873016,-46.66666667,-50.31746032,-51.42857143,-45.87301587,-42.85714286,-48.73015873,-51.42857143,-53.17460317,-44.76190476,-49.68253968,-63.17460317,-84.28571429,-111.7460317
20238,P7,Pass,Pass,Pass,31231,18931,12900,3708,-19,15,77.26984127,36.20946305,-20.79365079,-8.571428571,-7.142857143,-6.031746032,0.158730159,7.301587302,4.285714286,-1.587301587,-1.111111111,4.761904762,10.63492063,6.031746032,1.746031746,3.492063492,9.682539683,19.36507937,10.31746032,4.444444444,3.80952381,6.031746032,8.571428571,13.96825397,66.66666667,149.2063492,244.1269841,340.3174603,436.1904762,532.6984127,432.3809524,333.015873,235.2380952,141.5873016,58.0952381,0.952380952,-39.68253968,-39.68253968,-41.26984127,-43.80952381,-56.34920635,-66.34920635,-52.53968254,-42.53968254,-46.50793651,-60.95238095,-72.22222222,-53.65079365,-45.23809524,-52.06349206,-66.50793651,-67.61904762,-54.76190476,-51.42857143,-56.34920635,-81.26984127,-89.36507937,-96.82539683
20238,C8,Pass,Pass,Pass,31403,16846,16225,3788,27,16,61.65079365,-9.245439469,-15.3968254,-7.936507937,-7.46031746,-3.80952381,-0.793650794,6.666666667,2.380952381,-4.444444444,-3.333333333,2.857142857,10.31746032,4.444444444,-0.476190476,1.587301587,6.825396825,13.96825397,1.746031746,-8.571428571,-11.74603175,-12.06349206,-10.79365079,1.904761905,36.50793651,98.41269841,189.8412698,283.1746032,376.8253968,470.1587302,372.0634921,277.1428571,181.9047619,90.79365079,25.3968254,-6.349206349,-42.85714286,-39.68253968,-37.77777778,-38.0952381,-39.20634921,-49.84126984,-37.61904762,-31.74603175,-36.34920635,-46.34920635,-53.49206349,-39.68253968,-32.53968254,-38.41269841,-49.04761905,-49.84126984,-37.61904762,-33.65079365,-38.88888889,-52.6984127,-59.52380952,-66.98412698
20238,P8,Pass,Pass,Pass,31528,15565,16751,4085,-5,17,26.92063492,59.47159566,-10,-4.761904762,-6.19047619,-6.031746032,3.333333333,1.904761905,-6.19047619,-7.619047619,-7.777777778,-1.904761905,-5.873015873,-6.031746032,-11.9047619,-12.38095238,-6.507936508,-10.79365079,3.968253968,3.80952381,4.761904762,7.301587302,11.11111111,13.33333333,66.34920635,152.3809524,245.0793651,342.5396825,440.3174603,537.7777778,435.5555556,330.7936508,228.2539683,133.6507937,50.15873016,-6.349206349,-37.14285714,-26.03174603,-14.92063492,-7.619047619,-3.015873016,-10.15873016,-32.22222222,-23.49206349,-4.920634921,-2.222222222,-12.85714286,-33.01587302,-20.79365079,-6.666666667,-7.142857143,-19.04761905,-37.61904762,-29.20634921,-19.20634921,-24.44444444,-49.04761905,-76.82539683
20238,C9,Pass,Pass,Pass,32029,22500,10848,4541,143,18,66.15873016,-112.3272971,-24.6031746,-13.33333333,-5.238095238,-2.222222222,0.476190476,3.80952381,0.793650794,1.904761905,3.333333333,7.301587302,5.873015873,5.396825397,6.19047619,4.444444444,10.31746032,10.79365079,10.63492063,4.761904762,3.174603175,1.26984127,0.317460317,5.714285714,6.666666667,30.15873016,96.19047619,182.2222222,268.5714286,354.9206349,258.7301587,166.3492063,75.87301587,-5.396825397,-26.03174603,-17.77777778,-45.07936508,-41.58730159,-42.22222222,-44.76190476,-42.38095238,-41.9047619,-38.57142857,-36.82539683,-42.06349206,-44.44444444,-46.50793651,-41.26984127,-39.52380952,-45.3968254,-50.31746032,-48.88888889,-45.55555556,-45.3968254,-51.9047619,-61.26984127,-70.31746032,-86.03174603
20238,P9,Pass,Pass,Pass,31227,21520,9710,3429,9,19,74.15873016,0.392836945,-25.55555556,-12.06349206,1.111111111,4.761904762,4.920634921,0.952380952,-0.793650794,10.15873016,11.9047619,7.936507937,2.698412698,2.53968254,10.31746032,16.19047619,10,5.079365079,8.095238095,19.68253968,22.85714286,21.9047619,20.31746032,21.26984127,50.47619048,128.8888889,223.8095238,320.952381,416.1904762,512.0634921,412.3809524,312.3809524,213.968254,119.3650794,40.95238095,-23.49206349,-33.65079365,-38.41269841,-44.76190476,-51.11111111,-50,-40.63492063,-38.88888889,-46.34920635,-57.61904762,-51.74603175,-41.42857143,-42.22222222,-48.41269841,-58.41269841,-55.07936508,-44.76190476,-43.65079365,-52.38095238,-62.06349206,-58.0952381,-64.28571429,-83.49206349
20238,C10,Pass,Pass,Pass,31386,20760,12420,3491,23,20,51.49206349,-43.64275668,-9.365079365,-1.904761905,3.968253968,7.936507937,9.047619048,9.206349206,4.603174603,5.396825397,5.555555556,6.984126984,5.238095238,3.492063492,2.063492063,5.396825397,7.46031746,6.666666667,3.015873016,-9.841269841,-12.6984127,-17.46031746,-21.26984127,-6.349206349,5.714285714,78.0952381,170.7936508,265.3968254,352.3809524,443.4920635,347.3015873,250.4761905,155.8730159,62.85714286,-14.92063492,-27.61904762,-53.33333333,-51.11111111,-42.85714286,-37.46031746,-29.68253968,-33.01587302,-30.63492063,-30.47619048,-40.47619048,-51.74603175,-52.85714286,-50.15873016,-50,-62.22222222,-71.9047619,-73.01587302,-74.12698413,-73.33333333,-89.04761905,-103.8095238,-116.3492063,-137.7777778
20238,P10,Pass,Pass,Pass,32015,17415,14586,4138,38,21,28.25396825,12.18075092,18.88888889,5.714285714,-0.793650794,-5.396825397,-9.682539683,-16.82539683,-23.96825397,-22.22222222,-25.23809524,-30.47619048,-37.93650794,-44.76190476,-41.11111111,-41.58730159,-44.28571429,-46.98412698,-42.38095238,-22.22222222,-17.46031746,-13.33333333,-12.6984127,-10.47619048,20.31746032,90.15873016,182.5396825,276.1904762,370.4761905,465.0793651,366.3492063,266.984127,170.4761905,76.82539683,10.79365079,-42.53968254,-47.93650794,-54.92063492,-57.77777778,-57.14285714,-47.77777778,-41.26984127,-49.04761905,-63.49206349,-62.06349206,-54.92063492,-47.14285714,-51.42857143,-60.47619048,-52.06349206,-45.87301587,-43.80952381,-54.12698413,-58.41269841,-45.87301587,-36.19047619,-30,-40.31746032
20254,C0,Pass,Pass,Pass,32675,18472,16796,5346,17,1,116.5079365,23.85537013,-23.65079365,-10.47619048,-3.968253968,-3.492063492,-2.380952381,-1.904761905,0.476190476,3.80952381,1.111111111,0.634920635,0.158730159,6.349206349,7.142857143,3.80952381,3.333333333,4.444444444,9.365079365,7.619047619,4.761904762,2.222222222,1.904761905,11.11111111,46.98412698,113.3333333,205.3968254,299.047619,392.3809524,486.984127,386.984127,287.9365079,190.7936508,94.6031746,25.71428571,-5.714285714,-83.80952381,-96.19047619,-96.82539683,-98.0952381,-101.7460317,-93.33333333,-90.95238095,-94.28571429,-98.57142857,-100,-98.88888889,-95.55555556,-97.61904762,-102.8571429,-104.2857143,-98.73015873,-96.98412698,-99.68253968,-105.2380952,-113.3333333,-118.5714286,-128.2539683
20254,P0,Pass,Pass,Pass,31899,18941,13651,4285,57,2,101.2698413,-9.146697838,-24.92063492,-10.15873016,-3.333333333,-1.904761905,0.158730159,1.904761905,3.333333333,0,-0.476190476,4.126984127,3.015873016,5.396825397,2.380952381,3.492063492,5.555555556,6.984126984,8.412698413,6.349206349,6.349206349,8.253968254,10.15873016,12.38095238,32.38095238,84.76190476,173.968254,266.984127,361.9047619,455.8730159,354.9206349,256.5079365,158.0952381,62.22222222,18.0952381,-59.04761905,-86.03174603,-82.22222222,-80.31746032,-80.63492063,-85.55555556,-93.33333333,-97.93650794,-89.20634921,-87.46031746,-90.79365079,-98.57142857,-98.73015873,-91.9047619,-90.47619048,-96.66666667,-103.8095238,-101.1111111,-95.87301587,-99.20634921,-110.1587302,-127.4603175,-141.9047619
20254,P1,Pass,Pass,Pass,32006,22086,10910,4576,19,3,83.36507937,-7.204970892,-22.06349206,-13.96825397,-5.555555556,-4.444444444,-3.333333333,-2.222222222,-2.063492063,-1.587301587,-1.746031746,0.634920635,0.158730159,2.53968254,3.015873016,1.904761905,4.920634921,6.984126984,6.825396825,4.126984127,4.761904762,4.761904762,3.80952381,5.714285714,31.74603175,104.1269841,198.7301587,293.968254,389.8412698,485.3968254,385.7142857,286.3492063,186.6666667,87.61904762,14.6031746,-60.31746032,-71.11111111,-62.85714286,-63.17460317,-65.71428571,-73.49206349,-72.6984127,-70.31746032,-72.38095238,-78.25396825,-84.76190476,-83.96825397,-79.04761905,-81.11111111,-87.61904762,-92.85714286,-88.25396825,-87.46031746,-88.88888889,-96.34920635,-104.7619048,-110.952381,-123.8095238
20254,C2,Pass,Pass,Pass,32265,15293,25258,4619,67,4,95.68253968,-17.34761407,-27.46031746,-10.15873016,2.063492063,5.714285714,7.46031746,6.666666667,2.698412698,7.936507937,11.9047619,11.74603175,9.047619048,5.396825397,11.26984127,14.28571429,11.26984127,11.42857143,10.31746032,10.79365079,11.42857143,13.33333333,12.38095238,11.11111111,34.28571429,82.85714286,173.968254,268.5714286,362.2222222,455.2380952,356.8253968,259.6825397,163.4920635,71.11111111,16.19047619,-4.444444444,-85.71428571,-86.03174603,-82.85714286,-78.0952381,-69.36507937,-69.84126984,-76.03174603,-76.19047619,-71.58730159,-70.47619048,-74.44444444,-77.77777778,-80.47619048,-73.65079365,-75.3968254,-75.23809524,-76.98412698,-79.04761905,-79.84126984,-88.57142857,-107.7777778,-136.1904762
20254,P2,Pass,Pass,Pass,31603,19024,16012,3900,25,5,110.8571429,3.962380512,-18.57142857,-3.174603175,-1.111111111,-5.714285714,6.507936508,13.33333333,11.26984127,0.317460317,-2.380952381,11.42857143,18.25396825,16.82539683,0.158730159,0.634920635,15.71428571,25.3968254,22.06349206,-4.444444444,-4.761904762,-0.634920635,5.714285714,13.01587302,56.19047619,117.1428571,209.8412698,304.4444444,399.047619,494.2857143,392.0634921,292.6984127,194.2857143,99.36507937,35.23809524,-30.47619048,-93.01587302,-92.06349206,-89.84126984,-87.93650794,-91.9047619,-96.50793651,-89.04761905,-89.20634921,-91.26984127,-98.73015873,-96.34920635,-90.47619048,-91.9047619,-93.65079365,-102.6984127,-94.92063492,-90.95238095,-94.6031746,-98.25396825,-110.4761905,-117.6190476,-134.2857143
20254,C3,Pass,Pass,Pass,31777,17216,21150,4093,107,6,130.1587302,-8.424908425,-22.38095238,-8.888888889,-3.333333333,2.857142857,5.555555556,2.222222222,3.015873016,6.031746032,7.777777778,9.841269841,5.555555556,6.984126984,9.365079365,11.74603175,12.53968254,8.253968254,10.95238095,9.523809524,9.523809524,8.888888889,8.888888889,11.42857143,37.14285714,59.36507937,144.1269841,235.5555556,328.2539683,422.2222222,325.7142857,230.7936508,138.0952381,54.92063492,20.31746032,-2.857142857,-92.6984127,-113.6507937,-110.4761905,-107.3015873,-103.3333333,-102.2222222,-105.2380952,-106.984127,-104.6031746,-106.6666667,-106.8253968,-105.7142857,-108.7301587,-108.8888889,-110,-111.4285714,-112.5396825,-113.3333333,-116.3492063,-123.8095238,-136.6666667,-154.9206349
20254,P3,Pass,Pass,Pass,31666,23000,8950,4066,40,7,108.1904762,-6.678082192,-23.01587302,-11.42857143,0.793650794,4.444444444,3.968253968,1.26984127,6.19047619,8.253968254,8.73015873,6.666666667,4.285714286,10.47619048,13.80952381,14.6031746,10.95238095,9.523809524,11.9047619,14.28571429,15.23809524,15.23809524,13.33333333,12.38095238,38.41269841,105.3968254,199.3650794,294.9206349,390.1587302,486.6666667,386.031746,284.4444444,184.7619048,88.88888889,25.07936508,-26.03174603,-88.25396825,-86.98412698,-87.61904762,-87.93650794,-84.92063492,-81.26984127,-85.87301587,-86.66666667,-86.19047619,-85.71428571,-86.19047619,-87.3015873,-88.41269841,-90.47619048,-90.95238095,-89.20634921,-89.36507937,-89.84126984,-96.98412698,-103.1746032,-113.1746032,-127.9365079
20254,C4,Pass,Pass,Pass,32304,17957,19014,4981,124,8,128.5714286,-97.02616224,-35.71428571,-17.46031746,-3.015873016,5.396825397,5.238095238,3.80952381,4.920634921,12.06349206,14.12698413,13.01587302,9.682539683,9.523809524,12.53968254,16.19047619,12.22222222,11.74603175,13.49206349,13.96825397,14.6031746,14.92063492,12.38095238,11.74603175,23.17460317,44.76190476,116.8253968,205.7142857,296.8253968,390.1587302,293.3333333,196.8253968,102.5396825,28.25396825,9.841269841,-6.349206349,-96.19047619,-98.0952381,-100,-104.7619048,-105.8730159,-96.82539683,-94.44444444,-100,-107.4603175,-107.9365079,-101.4285714,-93.01587302,-99.84126984,-106.984127,-111.5873016,-103.4920635,-96.34920635,-105.0793651,-116.984127,-127.6190476,-138.2539683,-156.5079365
